Name,PM10 (µg/m³),Pollution Category
Mumbai,50.2,6 - Very Poor
Mumbai,57.9,2 - Good
Mumbai,74.0,2 - Good
Mumbai,46.9,1 - Very Good
Mumbai,46.7,1 - Very Good
Mumbai,67.1,2 - Good
Mumbai,45.6,1 - Very Good
Mumbai,31.4,1 - Very Good
Mumbai,52.6,2 - Good
Mumbai,24.2,1 - Very Good
Mumbai,21.8,1 - Very Good
Mumbai,45.1,1 - Very Good
Mumbai,19.1,1 - Very Good
Mumbai,20.1,1 - Very Good
Mumbai,32.6,1 - Very Good
Mumbai,21.9,1 - Very Good
Mumbai,13.0,1 - Very Good
Mumbai,39.6,1 - Very Good
Mumbai,27.5,1 - Very Good
Mumbai,11.5,1 - Very Good
Mumbai,32.7,1 - Very Good
Mumbai,44.4,1 - Very Good
Mumbai,35.5,1 - Very Good
Mumbai,46.9,1 - Very Good
Mumbai,47.3,1 - Very Good
Mumbai,36.8,1 - Very Good
Mumbai,46.3,1 - Very Good
Mumbai,41.8,1 - Very Good
Mumbai,39.9,1 - Very Good
Mumbai,47.8,1 - Very Good
Mumbai,42.4,1 - Very Good
Mumbai,40.5,1 - Very Good
Mumbai,52.5,2 - Good
Mumbai,45.9,1 - Very Good
Mumbai,41.0,1 - Very Good
Mumbai,58.2,2 - Good
Mumbai,51.9,2 - Good
Mumbai,43.8,1 - Very Good
Mumbai,65.2,2 - Good
Mumbai,67.1,2 - Good
Mumbai,46.3,1 - Very Good
Mumbai,64.7,2 - Good
Mumbai,55.9,2 - Good
Mumbai,50.6,6 - Very Poor
Mumbai,59.4,2 - Good
Mumbai,55.1,2 - Good
Mumbai,42.8,1 - Very Good
Mumbai,69.2,2 - Good
Mumbai,48.7,1 - Very Good
Mumbai,42.1,1 - Very Good
Mumbai,64.0,2 - Good
Mumbai,40.4,1 - Very Good
Mumbai,32.8,1 - Very Good
Mumbai,55.2,2 - Good
Mumbai,21.4,1 - Very Good
Mumbai,22.6,1 - Very Good
Mumbai,58.0,2 - Good
Mumbai,29.5,1 - Very Good
Mumbai,34.5,1 - Very Good
Mumbai,45.5,1 - Very Good
Mumbai,39.3,1 - Very Good
Mumbai,34.9,1 - Very Good
Mumbai,54.9,2 - Good
Mumbai,35.7,1 - Very Good
Mumbai,36.8,1 - Very Good
Mumbai,50.5,6 - Very Poor
Mumbai,36.0,1 - Very Good
Mumbai,39.8,1 - Very Good
Mumbai,31.3,1 - Very Good
Mumbai,30.0,1 - Very Good
Mumbai,28.8,1 - Very Good
Mumbai,30.6,1 - Very Good
Mumbai,31.4,1 - Very Good
Mumbai,34.1,1 - Very Good
Mumbai,31.9,1 - Very Good
Mumbai,35.5,1 - Very Good
Mumbai,30.7,1 - Very Good
Mumbai,38.5,1 - Very Good
Mumbai,35.4,1 - Very Good
Mumbai,33.6,1 - Very Good
Mumbai,34.7,1 - Very Good
Mumbai,32.4,1 - Very Good
Mumbai,29.7,1 - Very Good
Mumbai,37.4,1 - Very Good
Mumbai,29.8,1 - Very Good
Mumbai,32.7,1 - Very Good
Mumbai,44.5,1 - Very Good
Mumbai,47.0,1 - Very Good
Mumbai,43.8,1 - Very Good
Mumbai,40.5,1 - Very Good
Mumbai,35.7,1 - Very Good
Mumbai,41.2,1 - Very Good
Mumbai,31.8,1 - Very Good
Mumbai,26.7,1 - Very Good
Mumbai,29.5,1 - Very Good
Mumbai,28.3,1 - Very Good
Mumbai,39.1,1 - Very Good
Mumbai,41.1,1 - Very Good
Mumbai,53.2,2 - Good
Mumbai,55.2,2 - Good
Mumbai,51.9,2 - Good
Mumbai,57.9,2 - Good
Mumbai,53.8,2 - Good
Mumbai,40.3,1 - Very Good
Mumbai,57.7,2 - Good
Mumbai,42.8,1 - Very Good
Mumbai,40.5,1 - Very Good
Mumbai,52.5,2 - Good
Mumbai,43.0,1 - Very Good
Mumbai,38.4,1 - Very Good
Mumbai,53.6,2 - Good
Mumbai,54.2,2 - Good
Mumbai,44.7,1 - Very Good
Mumbai,42.8,1 - Very Good
Mumbai,40.4,1 - Very Good
Mumbai,36.8,1 - Very Good
Mumbai,39.3,1 - Very Good
Mumbai,46.9,1 - Very Good
Mumbai,47.5,1 - Very Good
Mumbai,51.0,2 - Good
Mumbai,46.6,1 - Very Good
Mumbai,39.8,1 - Very Good
Mumbai,40.4,1 - Very Good
Mumbai,39.5,1 - Very Good
Mumbai,38.3,1 - Very Good
Mumbai,34.2,1 - Very Good
Mumbai,36.7,1 - Very Good
Mumbai,44.8,1 - Very Good
Mumbai,39.8,1 - Very Good
Mumbai,38.1,1 - Very Good
Mumbai,39.1,1 - Very Good
Mumbai,34.9,1 - Very Good
Mumbai,51.9,2 - Good
Mumbai,56.7,2 - Good
Mumbai,52.7,2 - Good
Mumbai,70.8,2 - Good
Mumbai,41.1,1 - Very Good
Mumbai,58.1,2 - Good
Mumbai,91.3,2 - Good
Mumbai,71.0,2 - Good
Mumbai,42.8,1 - Very Good
Mumbai,32.7,1 - Very Good
Mumbai,19.5,1 - Very Good
Mumbai,39.5,1 - Very Good
Mumbai,40.4,1 - Very Good
Mumbai,32.4,1 - Very Good
Mumbai,38.0,1 - Very Good
Mumbai,44.1,1 - Very Good
Mumbai,46.6,1 - Very Good
Mumbai,45.9,1 - Very Good
Mumbai,50.9,6 - Very Poor
Mumbai,34.7,1 - Very Good
Mumbai,48.4,1 - Very Good
Mumbai,34.7,1 - Very Good
Mumbai,49.5,1 - Very Good
Mumbai,42.5,1 - Very Good
Mumbai,37.3,1 - Very Good
Mumbai,35.0,1 - Very Good
Mumbai,38.3,1 - Very Good
Mumbai,44.4,1 - Very Good
Mumbai,39.2,1 - Very Good
Mumbai,45.5,1 - Very Good
Mumbai,41.9,1 - Very Good
Mumbai,33.8,1 - Very Good
Mumbai,42.0,1 - Very Good
Mumbai,45.8,1 - Very Good
Mumbai,44.8,1 - Very Good
Mumbai,51.6,2 - Good
Mumbai,49.1,1 - Very Good
Mumbai,43.5,1 - Very Good
Mumbai,46.0,1 - Very Good
Mumbai,59.5,2 - Good
Mumbai,53.8,2 - Good
Mumbai,42.8,1 - Very Good
Mumbai,55.3,2 - Good
Mumbai,36.8,1 - Very Good
Mumbai,41.3,1 - Very Good
Mumbai,39.6,1 - Very Good
Mumbai,35.5,1 - Very Good
Mumbai,45.2,1 - Very Good
Mumbai,43.9,1 - Very Good
Mumbai,46.7,1 - Very Good
Mumbai,43.1,1 - Very Good
Mumbai,51.7,2 - Good
Mumbai,45.4,1 - Very Good
Mumbai,43.9,1 - Very Good
Mumbai,44.5,1 - Very Good
Mumbai,41.0,1 - Very Good
Mumbai,39.6,1 - Very Good
Mumbai,48.3,1 - Very Good
Mumbai,51.1,2 - Good
Mumbai,39.2,1 - Very Good
Mumbai,49.7,1 - Very Good
Mumbai,46.9,1 - Very Good
Mumbai,47.4,1 - Very Good
Mumbai,50.8,6 - Very Poor
Mumbai,41.4,1 - Very Good
Mumbai,50.5,6 - Very Poor
Mumbai,50.5,6 - Very Poor
Mumbai,39.3,1 - Very Good
Mumbai,54.7,2 - Good
Mumbai,53.0,2 - Good
Mumbai,49.4,1 - Very Good
Mumbai,50.1,6 - Very Poor
Mumbai,48.4,1 - Very Good
Mumbai,38.0,1 - Very Good
Mumbai,44.5,1 - Very Good
Mumbai,48.8,1 - Very Good
Mumbai,43.8,1 - Very Good
Mumbai,43.3,1 - Very Good
Mumbai,36.8,1 - Very Good
Mumbai,40.6,1 - Very Good
Mumbai,47.3,1 - Very Good
Mumbai,39.5,1 - Very Good
Mumbai,38.5,1 - Very Good
Mumbai,41.1,1 - Very Good
Mumbai,29.7,1 - Very Good
Mumbai,28.0,1 - Very Good
Mumbai,36.2,1 - Very Good
Mumbai,41.8,1 - Very Good
Mumbai,28.7,1 - Very Good
Mumbai,29.0,1 - Very Good
Mumbai,39.1,1 - Very Good
Mumbai,42.4,1 - Very Good
Mumbai,40.9,1 - Very Good
Mumbai,41.1,1 - Very Good
Mumbai,37.7,1 - Very Good
Mumbai,38.5,1 - Very Good
Mumbai,41.6,1 - Very Good
Mumbai,53.1,2 - Good
Mumbai,38.3,1 - Very Good
Mumbai,31.1,1 - Very Good
Mumbai,29.9,1 - Very Good
Mumbai,30.7,1 - Very Good
Mumbai,28.1,1 - Very Good
Mumbai,25.1,1 - Very Good
Mumbai,31.4,1 - Very Good
Mumbai,26.8,1 - Very Good
Mumbai,28.2,1 - Very Good
Mumbai,29.9,1 - Very Good
Mumbai,28.2,1 - Very Good
Mumbai,21.1,1 - Very Good
Mumbai,25.3,1 - Very Good
Mumbai,21.7,1 - Very Good
Mumbai,20.7,1 - Very Good
Mumbai,32.5,1 - Very Good
Mumbai,31.8,1 - Very Good
Mumbai,26.6,1 - Very Good
Mumbai,30.3,1 - Very Good
Mumbai,32.0,1 - Very Good
Mumbai,26.5,1 - Very Good
Mumbai,31.8,1 - Very Good
Mumbai,26.7,1 - Very Good
Mumbai,25.0,1 - Very Good
Mumbai,47.6,1 - Very Good
Mumbai,42.7,1 - Very Good
Mumbai,39.1,1 - Very Good
Mumbai,61.9,2 - Good
Mumbai,46.6,1 - Very Good
Mumbai,42.8,1 - Very Good
Mumbai,69.4,2 - Good
Mumbai,46.7,1 - Very Good
Mumbai,48.0,1 - Very Good
Mumbai,66.4,2 - Good
Mumbai,63.3,2 - Good
Mumbai,50.3,6 - Very Poor
Mumbai,55.3,2 - Good
Mumbai,47.4,1 - Very Good
Mumbai,42.8,1 - Very Good
Mumbai,54.4,2 - Good
Mumbai,75.0,2 - Good
Mumbai,63.6,2 - Good
Mumbai,57.4,2 - Good
Mumbai,45.8,1 - Very Good
Mumbai,39.1,1 - Very Good
Mumbai,58.6,2 - Good
Mumbai,56.9,2 - Good
Mumbai,56.5,2 - Good
Mumbai,65.7,2 - Good
Mumbai,62.6,2 - Good
Mumbai,53.4,2 - Good
Mumbai,58.0,2 - Good
Mumbai,59.3,2 - Good
Mumbai,52.4,2 - Good
Mumbai,46.2,1 - Very Good
Mumbai,46.3,1 - Very Good
Mumbai,37.1,1 - Very Good
Mumbai,37.6,1 - Very Good
Mumbai,31.9,1 - Very Good
Mumbai,28.1,1 - Very Good
Mumbai,36.2,1 - Very Good
Mumbai,31.9,1 - Very Good
Mumbai,23.5,1 - Very Good
Mumbai,36.9,1 - Very Good
Mumbai,39.5,1 - Very Good
Mumbai,27.7,1 - Very Good
Mumbai,30.4,1 - Very Good
Mumbai,34.5,1 - Very Good
Mumbai,28.0,1 - Very Good
Mumbai,37.3,1 - Very Good
Mumbai,27.9,1 - Very Good
Mumbai,29.4,1 - Very Good
Mumbai,40.9,1 - Very Good
Mumbai,28.1,1 - Very Good
Mumbai,21.2,1 - Very Good
Mumbai,31.1,1 - Very Good
Mumbai,25.8,1 - Very Good
Mumbai,25.1,1 - Very Good
Mumbai,27.5,1 - Very Good
Mumbai,30.3,1 - Very Good
Mumbai,36.3,1 - Very Good
Mumbai,37.7,1 - Very Good
Mumbai,45.2,1 - Very Good
Mumbai,35.7,1 - Very Good
Mumbai,41.4,1 - Very Good
Mumbai,29.9,1 - Very Good
Mumbai,18.9,1 - Very Good
Mumbai,29.3,1 - Very Good
Mumbai,22.0,1 - Very Good
Mumbai,18.5,1 - Very Good
Mumbai,26.4,1 - Very Good
Mumbai,15.8,1 - Very Good
Mumbai,10.7,1 - Very Good
Mumbai,20.8,1 - Very Good
Mumbai,17.7,1 - Very Good
Mumbai,16.6,1 - Very Good
Mumbai,37.5,1 - Very Good
Mumbai,36.6,1 - Very Good
Mumbai,21.6,1 - Very Good
Mumbai,14.0,1 - Very Good
Mumbai,21.1,1 - Very Good
Mumbai,22.2,1 - Very Good
Mumbai,40.2,1 - Very Good
Mumbai,19.8,1 - Very Good
Mumbai,26.9,1 - Very Good
Mumbai,34.7,1 - Very Good
Mumbai,22.8,1 - Very Good
Mumbai,29.2,1 - Very Good
Mumbai,27.8,1 - Very Good
Mumbai,28.9,1 - Very Good
Mumbai,25.0,1 - Very Good
Mumbai,32.8,1 - Very Good
Mumbai,36.9,1 - Very Good
Mumbai,45.9,1 - Very Good
Mumbai,85.2,2 - Good
Mumbai,72.9,2 - Good
Mumbai,66.4,2 - Good
Mumbai,73.1,2 - Good
Mumbai,59.4,2 - Good
Mumbai,46.8,1 - Very Good
Mumbai,66.4,2 - Good
Mumbai,137.8,3 - Satisfactory
Mumbai,98.0,2 - Good
Mumbai,92.0,2 - Good
Mumbai,83.4,2 - Good
Mumbai,81.3,2 - Good
Mumbai,106.4,3 - Satisfactory
Mumbai,114.1,3 - Satisfactory
Mumbai,99.2,2 - Good
Mumbai,100.1,6 - Very Poor
Mumbai,81.0,2 - Good
Mumbai,98.0,2 - Good
Mumbai,98.0,2 - Good
Mumbai,82.7,2 - Good
Mumbai,85.9,2 - Good
Mumbai,95.2,2 - Good
Mumbai,85.4,2 - Good
Mumbai,81.5,2 - Good
Mumbai,91.0,2 - Good
Mumbai,76.6,2 - Good
Mumbai,73.8,2 - Good
Mumbai,81.3,2 - Good
Mumbai,78.7,2 - Good
Mumbai,71.5,2 - Good
Mumbai,88.0,2 - Good
Mumbai,89.9,2 - Good
Mumbai,94.8,2 - Good
Mumbai,83.4,2 - Good
Mumbai,52.4,2 - Good
Mumbai,33.5,1 - Very Good
Mumbai,33.9,1 - Very Good
Mumbai,39.0,1 - Very Good
Mumbai,24.9,1 - Very Good
Mumbai,24.4,1 - Very Good
Mumbai,23.6,1 - Very Good
Mumbai,21.5,1 - Very Good
Mumbai,43.1,1 - Very Good
Mumbai,76.8,2 - Good
Mumbai,76.8,2 - Good
Mumbai,116.6,3 - Satisfactory
Mumbai,69.2,2 - Good
Mumbai,86.8,2 - Good
Mumbai,122.9,3 - Satisfactory
Mumbai,93.6,2 - Good
Mumbai,79.9,2 - Good
Mumbai,99.9,2 - Good
Mumbai,103.4,3 - Satisfactory
Mumbai,103.1,3 - Satisfactory
Mumbai,100.1,6 - Very Poor
Mumbai,104.8,3 - Satisfactory
Mumbai,92.2,2 - Good
Mumbai,139.7,3 - Satisfactory
Mumbai,129.9,3 - Satisfactory
Mumbai,78.2,2 - Good
Mumbai,101.0,3 - Satisfactory
Mumbai,85.4,2 - Good
Mumbai,69.6,2 - Good
Mumbai,66.1,2 - Good
Mumbai,78.5,2 - Good
Mumbai,76.4,2 - Good
Mumbai,134.1,3 - Satisfactory
Mumbai,108.5,3 - Satisfactory
Mumbai,114.6,3 - Satisfactory
Mumbai,145.3,3 - Satisfactory
Mumbai,139.2,3 - Satisfactory
Mumbai,104.1,3 - Satisfactory
Mumbai,159.7,3 - Satisfactory
Mumbai,116.2,3 - Satisfactory
Mumbai,127.6,3 - Satisfactory
Mumbai,136.0,3 - Satisfactory
Mumbai,102.9,3 - Satisfactory
Mumbai,115.5,3 - Satisfactory
Mumbai,109.2,3 - Satisfactory
Mumbai,99.9,2 - Good
Mumbai,89.4,2 - Good
Mumbai,108.0,3 - Satisfactory
Mumbai,85.7,2 - Good
Mumbai,81.5,2 - Good
Mumbai,93.6,2 - Good
Mumbai,76.6,2 - Good
Mumbai,53.8,2 - Good
Mumbai,85.7,2 - Good
Mumbai,82.4,2 - Good
Mumbai,75.0,2 - Good
Mumbai,90.1,2 - Good
Mumbai,81.0,2 - Good
Mumbai,86.6,2 - Good
Mumbai,100.1,6 - Very Poor
Mumbai,94.8,2 - Good
Mumbai,90.1,2 - Good
Mumbai,108.0,3 - Satisfactory
Mumbai,115.7,3 - Satisfactory
Mumbai,120.6,3 - Satisfactory
Mumbai,129.0,3 - Satisfactory
Mumbai,118.7,3 - Satisfactory
Mumbai,79.4,2 - Good
Mumbai,107.1,3 - Satisfactory
Mumbai,100.4,6 - Very Poor
Mumbai,71.7,2 - Good
Mumbai,78.2,2 - Good
Mumbai,108.5,3 - Satisfactory
Mumbai,83.4,2 - Good
Mumbai,106.4,3 - Satisfactory
Mumbai,96.9,2 - Good
Mumbai,83.6,2 - Good
Mumbai,118.0,3 - Satisfactory
Mumbai,97.1,2 - Good
Mumbai,87.3,2 - Good
Mumbai,143.9,3 - Satisfactory
Mumbai,112.7,3 - Satisfactory
Mumbai,107.6,3 - Satisfactory
Mumbai,120.1,3 - Satisfactory
Mumbai,87.1,2 - Good
Mumbai,73.3,2 - Good
Mumbai,121.5,3 - Satisfactory
Mumbai,101.7,3 - Satisfactory
Mumbai,93.1,2 - Good
Mumbai,77.3,2 - Good
Mumbai,47.4,1 - Very Good
Mumbai,73.8,2 - Good
Mumbai,94.5,2 - Good
Mumbai,67.8,2 - Good
Mumbai,78.2,2 - Good
Mumbai,120.1,3 - Satisfactory
Mumbai,99.2,2 - Good
Mumbai,81.5,2 - Good
Mumbai,100.4,6 - Very Poor
Mumbai,98.5,2 - Good
Mumbai,74.5,2 - Good
Mumbai,121.1,3 - Satisfactory
Mumbai,81.3,2 - Good
Mumbai,70.3,2 - Good
Mumbai,111.1,3 - Satisfactory
Mumbai,83.4,2 - Good
Mumbai,72.2,2 - Good
Mumbai,123.4,3 - Satisfactory
Mumbai,104.8,3 - Satisfactory
Mumbai,90.1,2 - Good
Mumbai,99.2,2 - Good
Mumbai,89.6,2 - Good
Mumbai,92.4,2 - Good
Mumbai,123.9,3 - Satisfactory
Mumbai,98.5,2 - Good
Mumbai,89.9,2 - Good
Mumbai,128.1,3 - Satisfactory
Mumbai,118.3,3 - Satisfactory
Mumbai,118.5,3 - Satisfactory
Mumbai,139.2,3 - Satisfactory
Mumbai,146.7,3 - Satisfactory
Mumbai,131.3,3 - Satisfactory
Mumbai,118.5,3 - Satisfactory
Mumbai,129.5,3 - Satisfactory
Mumbai,102.7,3 - Satisfactory
Mumbai,115.5,3 - Satisfactory
Mumbai,113.9,3 - Satisfactory
Mumbai,80.3,2 - Good
Mumbai,91.0,2 - Good
Mumbai,92.2,2 - Good
Mumbai,65.2,2 - Good
Mumbai,80.3,2 - Good
Mumbai,101.5,3 - Satisfactory
Mumbai,75.9,2 - Good
Mumbai,89.2,2 - Good
Mumbai,105.9,3 - Satisfactory
Mumbai,77.5,2 - Good
Mumbai,79.2,2 - Good
Mumbai,92.7,2 - Good
Mumbai,67.5,2 - Good
Mumbai,45.3,1 - Very Good
Mumbai,52.9,2 - Good
Mumbai,55.2,2 - Good
Mumbai,40.5,1 - Very Good
Mumbai,22.1,1 - Very Good
Mumbai,13.0,1 - Very Good
Mumbai,29.0,1 - Very Good
Mumbai,28.6,1 - Very Good
Mumbai,19.4,1 - Very Good
Mumbai,37.1,1 - Very Good
Mumbai,53.1,2 - Good
Mumbai,51.0,2 - Good
Mumbai,55.5,2 - Good
Mumbai,88.9,2 - Good
Mumbai,89.4,2 - Good
Mumbai,77.1,2 - Good
Mumbai,102.2,3 - Satisfactory
Mumbai,89.9,2 - Good
Mumbai,89.9,2 - Good
Mumbai,107.1,3 - Satisfactory
Mumbai,98.5,2 - Good
Mumbai,85.7,2 - Good
Mumbai,65.2,2 - Good
Mumbai,60.3,2 - Good
Mumbai,88.5,2 - Good
Mumbai,75.0,2 - Good
Mumbai,46.9,1 - Very Good
Mumbai,58.3,2 - Good
Mumbai,64.0,2 - Good
Mumbai,50.6,6 - Very Poor
Mumbai,62.6,2 - Good
Mumbai,82.2,2 - Good
Mumbai,58.0,2 - Good
Mumbai,77.8,2 - Good
Mumbai,75.0,2 - Good
Mumbai,54.4,2 - Good
Mumbai,68.9,2 - Good
Mumbai,56.5,2 - Good
Mumbai,47.1,1 - Very Good
Mumbai,69.2,2 - Good
Mumbai,62.9,2 - Good
Mumbai,46.9,1 - Very Good
Mumbai,56.6,2 - Good
Mumbai,61.9,2 - Good
Mumbai,39.1,1 - Very Good
Mumbai,60.8,2 - Good
Mumbai,60.8,2 - Good
Mumbai,35.0,1 - Very Good
Mumbai,48.9,1 - Very Good
Mumbai,50.1,6 - Very Poor
Mumbai,48.0,1 - Very Good
Mumbai,50.3,6 - Very Poor
Mumbai,64.0,2 - Good
Mumbai,62.9,2 - Good
Mumbai,78.5,2 - Good
Mumbai,76.8,2 - Good
Mumbai,77.3,2 - Good
Mumbai,56.9,2 - Good
Mumbai,81.0,2 - Good
Mumbai,74.5,2 - Good
Mumbai,48.4,1 - Very Good
Mumbai,70.3,2 - Good
Mumbai,62.2,2 - Good
Mumbai,74.7,2 - Good
Mumbai,79.6,2 - Good
Mumbai,55.2,2 - Good
Mumbai,79.4,2 - Good
Mumbai,81.0,2 - Good
Mumbai,69.8,2 - Good
Mumbai,76.8,2 - Good
Mumbai,95.0,2 - Good
Mumbai,69.8,2 - Good
Mumbai,82.2,2 - Good
Mumbai,81.3,2 - Good
Mumbai,51.2,2 - Good
Mumbai,60.8,2 - Good
Mumbai,60.3,2 - Good
Mumbai,64.5,2 - Good
Mumbai,83.8,2 - Good
Mumbai,64.7,2 - Good
Mumbai,85.4,2 - Good
Mumbai,114.6,3 - Satisfactory
Mumbai,100.4,6 - Very Poor
Mumbai,71.9,2 - Good
Mumbai,113.4,3 - Satisfactory
Mumbai,103.4,3 - Satisfactory
Mumbai,78.9,2 - Good
Mumbai,94.8,2 - Good
Mumbai,95.0,2 - Good
Mumbai,85.0,2 - Good
Mumbai,112.2,3 - Satisfactory
Mumbai,91.5,2 - Good
Mumbai,75.9,2 - Good
Mumbai,125.3,3 - Satisfactory
Mumbai,117.8,3 - Satisfactory
Mumbai,99.0,2 - Good
Mumbai,90.1,2 - Good
Mumbai,124.3,3 - Satisfactory
Mumbai,93.6,2 - Good
Mumbai,135.5,3 - Satisfactory
Mumbai,126.2,3 - Satisfactory
Mumbai,104.5,3 - Satisfactory
Mumbai,118.5,3 - Satisfactory
Mumbai,132.2,3 - Satisfactory
Mumbai,111.8,3 - Satisfactory
Mumbai,107.6,3 - Satisfactory
Mumbai,141.6,3 - Satisfactory
Mumbai,109.9,3 - Satisfactory
Mumbai,114.3,3 - Satisfactory
Mumbai,124.8,3 - Satisfactory
Mumbai,82.9,2 - Good
Mumbai,85.2,2 - Good
Mumbai,126.7,3 - Satisfactory
Mumbai,103.4,3 - Satisfactory
Mumbai,109.0,3 - Satisfactory
Mumbai,98.0,2 - Good
Mumbai,104.5,3 - Satisfactory
Mumbai,105.0,3 - Satisfactory
Mumbai,123.4,3 - Satisfactory
Mumbai,99.2,2 - Good
Mumbai,92.7,2 - Good
Mumbai,142.5,3 - Satisfactory
Mumbai,100.8,6 - Very Poor
Mumbai,102.7,3 - Satisfactory
Mumbai,99.7,2 - Good
Mumbai,69.4,2 - Good
Mumbai,123.9,3 - Satisfactory
Mumbai,92.9,2 - Good
Mumbai,93.6,2 - Good
Mumbai,104.5,3 - Satisfactory
Mumbai,112.7,3 - Satisfactory
Mumbai,71.7,2 - Good
Mumbai,80.1,2 - Good
Mumbai,100.1,6 - Very Poor
Mumbai,81.0,2 - Good
Mumbai,145.3,3 - Satisfactory
Mumbai,139.7,3 - Satisfactory
Mumbai,67.8,2 - Good
Mumbai,37.3,1 - Very Good
Mumbai,111.1,3 - Satisfactory
Mumbai,63.3,2 - Good
Mumbai,69.4,2 - Good
Mumbai,111.1,3 - Satisfactory
Mumbai,59.1,2 - Good
Mumbai,89.9,2 - Good
Mumbai,96.6,2 - Good
Mumbai,71.9,2 - Good
Mumbai,77.1,2 - Good
Mumbai,73.8,2 - Good
Mumbai,60.3,2 - Good
Mumbai,50.4,6 - Very Poor
Mumbai,44.8,1 - Very Good
Mumbai,32.7,1 - Very Good
Mumbai,28.4,1 - Very Good
Mumbai,30.7,1 - Very Good
Mumbai,38.5,1 - Very Good
Mumbai,49.2,1 - Very Good
Mumbai,61.7,2 - Good
Mumbai,50.1,6 - Very Poor
Mumbai,59.6,2 - Good
Mumbai,88.0,2 - Good
Mumbai,76.1,2 - Good
Mumbai,99.2,2 - Good
Mumbai,80.6,2 - Good
Mumbai,84.5,2 - Good
Mumbai,87.3,2 - Good
Mumbai,112.9,3 - Satisfactory
Mumbai,114.8,3 - Satisfactory
Mumbai,109.0,3 - Satisfactory
Mumbai,82.0,2 - Good
Mumbai,61.2,2 - Good
Mumbai,79.4,2 - Good
Mumbai,63.8,2 - Good
Mumbai,61.0,2 - Good
Mumbai,96.6,2 - Good
Mumbai,75.4,2 - Good
Mumbai,39.1,1 - Very Good
Mumbai,37.6,1 - Very Good
Mumbai,39.2,1 - Very Good
Mumbai,28.6,1 - Very Good
Mumbai,35.9,1 - Very Good
Mumbai,40.2,1 - Very Good
Mumbai,32.0,1 - Very Good
Mumbai,59.3,2 - Good
Mumbai,61.5,2 - Good
Mumbai,60.5,2 - Good
Mumbai,93.8,2 - Good
Mumbai,75.7,2 - Good
Mumbai,63.3,2 - Good
Mumbai,79.2,2 - Good
Mumbai,71.2,2 - Good
Mumbai,59.0,2 - Good
Mumbai,110.6,3 - Satisfactory
Mumbai,89.2,2 - Good
Mumbai,86.1,2 - Good
Mumbai,99.7,2 - Good
Mumbai,73.6,2 - Good
Mumbai,73.3,2 - Good
Mumbai,71.9,2 - Good
Mumbai,92.7,2 - Good
Mumbai,77.1,2 - Good
Mumbai,93.6,2 - Good
Mumbai,101.5,3 - Satisfactory
Mumbai,83.8,2 - Good
Mumbai,55.4,2 - Good
Mumbai,53.9,2 - Good
Mumbai,45.3,1 - Very Good
Mumbai,71.7,2 - Good
Mumbai,71.9,2 - Good
Mumbai,57.3,2 - Good
Mumbai,106.2,3 - Satisfactory
Mumbai,70.8,2 - Good
Mumbai,73.3,2 - Good
Mumbai,105.7,3 - Satisfactory
Mumbai,86.8,2 - Good
Mumbai,82.4,2 - Good
Mumbai,72.6,2 - Good
Mumbai,78.9,2 - Good
Mumbai,79.4,2 - Good
Mumbai,101.0,3 - Satisfactory
Mumbai,117.3,3 - Satisfactory
Mumbai,107.6,3 - Satisfactory
Mumbai,94.1,2 - Good
Mumbai,95.7,2 - Good
Mumbai,56.0,2 - Good
Mumbai,70.5,2 - Good
Mumbai,94.5,2 - Good
Mumbai,62.9,2 - Good
Mumbai,68.7,2 - Good
Mumbai,65.4,2 - Good
Mumbai,57.3,2 - Good
Mumbai,52.5,2 - Good
Mumbai,64.0,2 - Good
Mumbai,68.5,2 - Good
Mumbai,67.3,2 - Good
Mumbai,90.6,2 - Good
Mumbai,89.4,2 - Good
Mumbai,95.0,2 - Good
Mumbai,102.2,3 - Satisfactory
Mumbai,81.7,2 - Good
Mumbai,90.8,2 - Good
Mumbai,112.0,3 - Satisfactory
Mumbai,103.6,3 - Satisfactory
Mumbai,98.0,2 - Good
Mumbai,61.5,2 - Good
Mumbai,60.3,2 - Good
Mumbai,88.7,2 - Good
Mumbai,105.5,3 - Satisfactory
Mumbai,99.7,2 - Good
Mumbai,148.5,3 - Satisfactory
Mumbai,118.3,3 - Satisfactory
Mumbai,184.4,3 - Satisfactory
Mumbai,145.8,3 - Satisfactory
Mumbai,104.3,3 - Satisfactory
Mumbai,114.8,3 - Satisfactory
Mumbai,170.9,3 - Satisfactory
Mumbai,82.0,2 - Good
Mumbai,78.2,2 - Good
Mumbai,82.0,2 - Good
Mumbai,43.7,1 - Very Good
Mumbai,27.3,1 - Very Good
Mumbai,39.6,1 - Very Good
Mumbai,36.4,1 - Very Good
Mumbai,28.4,1 - Very Good
Mumbai,30.4,1 - Very Good
Mumbai,49.0,1 - Very Good
Mumbai,75.2,2 - Good
Mumbai,67.5,2 - Good
Mumbai,139.2,3 - Satisfactory
Mumbai,110.1,3 - Satisfactory
Mumbai,70.1,2 - Good
Mumbai,60.5,2 - Good
Mumbai,53.1,2 - Good
Mumbai,42.3,1 - Very Good
Mumbai,40.6,1 - Very Good
Mumbai,25.9,1 - Very Good
Mumbai,35.3,1 - Very Good
Mumbai,44.4,1 - Very Good
Mumbai,51.6,2 - Good
Mumbai,163.4,3 - Satisfactory
Mumbai,91.3,2 - Good
