Name,CO Pollution Category,SO2 Pollution Category,Final Pollution Category,CO,SO2
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,148.79209344208573,3.2478602193888984
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,138.43518937836717,0.5635822119068049
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,144.21716647536408,3.7656428192382103
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,167.5804315028878,3.0089148627482194
Cities,4 - Borderline,2 - Good,4 - Borderline,178.0838291045563,2.263192271910351
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,148.7149217467962,0.8762790260400434
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,132.45060205169486,2.816163556936035
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,165.35041380022525,4.354455581997397
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,150.85611285414,2.299770626421015
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,160.98600016916697,0.038341638596133945
Cities,4 - Borderline,2 - Good,4 - Borderline,175.11918044304198,3.0988398046300873
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,166.05978774392045,2.7342322490036084
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,129.36589293453255,4.230827961058628
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,146.67311559897726,2.2065841589933584
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,137.4919038763011,2.3925513373306875
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,144.85472226883826,0.8549725987003834
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,149.96798254339575,1.848428959097373
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,138.16379142563815,0.3720573472836433
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,155.70633041605973,4.062165476421451
Cities,4 - Borderline,1 - Very Good,4 - Borderline,184.9942012292067,1.728553604478824
Cities,4 - Borderline,1 - Very Good,4 - Borderline,187.2402307851868,0.820926952102213
Cities,4 - Borderline,1 - Very Good,4 - Borderline,204.89284148743016,0.8680263649902545
Cities,4 - Borderline,1 - Very Good,4 - Borderline,187.7835504193577,1.4524045578220104
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,162.2550761560305,2.8713689083951857
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,161.52837691321616,2.5630626241405774
Cities,4 - Borderline,2 - Good,4 - Borderline,177.0287220924495,2.8498472674828887
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,153.11214896118926,0.9430782139309302
Cities,4 - Borderline,1 - Very Good,4 - Borderline,175.93354328981715,1.0700314324176534
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,162.78007750620546,2.895557517730828
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,154.10341734892103,1.712221434735593
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,135.48680474279317,0.385658996793156
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,142.58955679309142,1.9678431322841263
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,127.26031856216771,0.9246711956511259
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,134.36283880850084,0.4007438452294194
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,122.11082636391534,0.31829591939104546
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,148.20909382707435,1.202553527448855
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,152.97725087157232,1.989494528147823
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,128.6036243700474,0.9457384289268104
Cities,3 - Satisfactory,4 - Borderline,4 - Borderline,133.8026161639921,7.873950496884739
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,132.34363118220446,1.2505719549561143
Cities,2 - Good,1 - Very Good,2 - Good,113.96400074756498,0.1665611019962412
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,125.39620495732804,1.1550283333639657
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,137.37258465239856,1.324963402012865
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,124.55532144536166,1.905497190753933
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,133.26430371517276,0.21888377011023052
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,128.98461867555486,0.18830158441153855
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,147.92749888942527,3.1670217259205757
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,158.2270011244964,0.5262944558770435
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,136.17142846758523,1.0189692184741932
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,155.2709150579343,0.5605911667624457
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,158.0115058369741,0.9193185985573644
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,149.48440678503846,1.899073499023846
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,151.1511920807927,1.367448456775159
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,137.1505145643433,1.698735485794221
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,133.4731386712193,2.474766317710503
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,155.26719133693376,1.4170117927402364
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,153.21931961542572,0.03356620321898327
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,137.41859335218066,0.19198305198134746
Cities,2 - Good,1 - Very Good,2 - Good,115.73714845154917,0.2985625701378857
Cities,2 - Good,1 - Very Good,2 - Good,114.1870126412578,0.8136968124105826
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,124.01705190386429,0.5075367538617043
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,125.24048734213694,2.337420197912215
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,128.51218698697457,0.4284955242536028
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,132.95835694497484,1.521286353442671
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,132.02834868829885,1.524107289918671
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,136.24723210193218,1.1600386199683985
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,142.8704075040416,1.5091453195766342
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,151.25227390871007,0.9532705263252368
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,141.2998155474261,1.6314360659709466
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,161.03409588985002,0.5378972963091434
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,147.73386659706642,0.15635234858844826
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,148.12407997181086,0.11248559905359906
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,139.30139100637103,0.21007670121212094
Cities,2 - Good,1 - Very Good,2 - Good,113.57525909508628,1.200324766979672
Cities,2 - Good,1 - Very Good,2 - Good,117.91843527104216,0.3399044129103311
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,129.00958149410013,0.01227304091231811
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,133.02144095418205,0.6405636112909188
Cities,2 - Good,1 - Very Good,2 - Good,118.70535406536183,1.6812704884533343
Cities,2 - Good,1 - Very Good,2 - Good,111.51511091077809,1.2101479194525346
Cities,6 - Very Poor,1 - Very Good,6 - Very Poor,120.22731091493706,0.9949372029149834
Cities,2 - Good,1 - Very Good,2 - Good,116.4364781461219,1.00034298857506
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,126.10453818453652,0.28808577143773667
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,136.61811580180475,1.0721679023594768
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,128.32740041947199,1.0973438062104672
Cities,2 - Good,1 - Very Good,2 - Good,116.2560824527266,0.9228012892149298
Cities,2 - Good,1 - Very Good,2 - Good,115.88794431005263,1.5047523691921025
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,150.83540753186816,1.7527183378283477
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,129.64012792500736,0.3759568481236992
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,123.34198069830462,1.3195429314221923
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,134.3430461674897,0.4720127959775802
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,129.57946313795642,0.1367122322290831
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,133.30215694809863,2.093416588057173
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,137.59736360241666,2.9949041723177374
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,125.22472445035349,5.270834485193096
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,140.98387318713756,1.168930997458485
Cities,6 - Very Poor,2 - Good,6 - Very Poor,120.42240986418597,2.0902652905457457
Cities,4 - Borderline,2 - Good,4 - Borderline,177.08564433652003,3.0700324631720717
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,134.14127492162336,3.014914538209717
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,134.08124636166548,1.4094681033003644
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,133.93022915074678,5.074939412934657
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,127.06499323298654,0.5082666871931344
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,145.1279864015208,5.669738328964659
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,141.57511025670607,3.354976675592529
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,162.51376923719957,2.6791729341804005
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,167.15597119621165,0.14842458515188112
Cities,4 - Borderline,2 - Good,4 - Borderline,184.48908473433315,2.041204888786278
Cities,4 - Borderline,1 - Very Good,4 - Borderline,183.48323370012363,0.9832743518302285
Cities,4 - Borderline,1 - Very Good,4 - Borderline,184.90737863722543,0.23758004786381254
Cities,4 - Borderline,2 - Good,4 - Borderline,178.84455748380626,2.7143289220754503
Cities,4 - Borderline,1 - Very Good,4 - Borderline,193.78993524180527,0.34162811206169014
Cities,4 - Borderline,1 - Very Good,4 - Borderline,193.80883570692112,1.7115596471402987
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,168.0489359255754,4.116572780806778
Cities,4 - Borderline,2 - Good,4 - Borderline,182.1934973999999,2.1817138236495444
Cities,4 - Borderline,2 - Good,4 - Borderline,172.5735901039161,3.550442765531722
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,158.46193855310267,1.0597398825299238
Cities,4 - Borderline,2 - Good,4 - Borderline,173.18927109215937,2.8475038151192913
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,130.19478588056117,5.232899143869022
Cities,3 - Satisfactory,4 - Borderline,4 - Borderline,134.1042699456722,7.745106488901285
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,168.46479894695665,1.0927003847988828
Cities,4 - Borderline,4 - Borderline,4 - Borderline,191.89388353766893,7.86205948220472
Cities,4 - Borderline,1 - Very Good,4 - Borderline,181.70560295833536,1.0643483667841478
Cities,4 - Borderline,2 - Good,4 - Borderline,190.20338692019274,2.135029471125755
Cities,4 - Borderline,3 - Satisfactory,4 - Borderline,175.5491863143585,5.232615945350768
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,151.7445676150069,5.13027331712565
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,164.87765101058915,3.5610343061059555
Cities,3 - Satisfactory,4 - Borderline,4 - Borderline,138.93211071793613,6.700620297657214
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,149.87840325485908,1.9898901586826667
Cities,2 - Good,2 - Good,2 - Good,117.43865704324534,2.6850007143157297
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,130.95465588380094,3.649232273553393
Cities,4 - Borderline,1 - Very Good,4 - Borderline,174.65361412787973,0.4705538198107512
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,145.303926274165,5.57896706173539
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,165.13463426390024,3.8775330651203563
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,158.8444749276537,2.422362096230364
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,144.00246100756783,4.385496666195967
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,125.48981703141173,1.5885828971104972
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,160.23391255511214,2.7403592447383405
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,139.03754296641077,0.9991641817590932
Cities,3 - Satisfactory,6 - Very Poor,6 - Very Poor,134.45842649573947,10.291730216696429
Cities,4 - Borderline,4 - Borderline,4 - Borderline,204.6909984535174,7.723257534598254
Cities,4 - Borderline,4 - Borderline,4 - Borderline,176.72287794322452,7.432861675880035
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,163.34693357305437,4.76440411428031
Cities,4 - Borderline,1 - Very Good,4 - Borderline,177.1500687695277,0.8787435618480153
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,147.60884226350151,0.28527356991828623
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,128.04471000527778,5.9960942008417915
Cities,3 - Satisfactory,6 - Very Poor,6 - Very Poor,146.34765365313498,10.409708892088641
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,152.55903141482955,5.9204067531345865
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,163.58991850747353,5.184790527819181
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,137.96308504765037,2.1918377102716193
Cities,4 - Borderline,1 - Very Good,4 - Borderline,171.7050173485295,1.5718137288476164
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,135.66322376460238,0.23672578076599904
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,133.12932608564878,1.2135102783265046
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,124.70687962560943,0.7897724703299358
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,160.06280610770153,0.5593766527175389
Cities,4 - Borderline,1 - Very Good,4 - Borderline,175.88023010813674,0.4101517631089998
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,159.24721169046595,3.6385400288412626
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,134.96493198963668,0.04840325717442946
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,143.86780998318204,1.0537546384541545
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,146.03717845774332,3.942492503859964
Cities,3 - Satisfactory,5 - Poor,5 - Poor,137.140190771859,8.989757445371886
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,159.36931144681867,0.9477768950645468
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,142.87799639422803,2.190952457371274
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,145.6980705221723,2.1433910420874582
Cities,4 - Borderline,3 - Satisfactory,4 - Borderline,174.8797029859615,5.589878707790636
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,164.08626567891412,0.1549497424112377
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,132.05789490302237,2.7533233618295645
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,142.63595643250179,0.8113912763653407
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,134.27026042285212,4.553331871688943
Cities,3 - Satisfactory,4 - Borderline,4 - Borderline,166.88261509842744,6.275659986568187
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,163.51945656565883,1.651960758595443
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,131.5806741897631,2.5830373548576624
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,154.7434261677919,1.8231965970314155
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,146.7022107623857,1.9784412521781738
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,148.62497503005613,1.4312554277327687
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,156.40196270907333,0.8032816545581309
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,145.53688246048205,0.4616723110013672
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,132.98078658793244,3.7603396653477796
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,137.96822689299495,2.0692782389610573
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,139.49652943142175,1.671268889113671
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,149.9670639076803,1.0370644866597836
Cities,3 - Satisfactory,4 - Borderline,4 - Borderline,155.2777377107094,6.501765603511167
Cities,4 - Borderline,1 - Very Good,4 - Borderline,198.39209069191855,1.1024218413901234
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,149.15141877936807,1.8278730593465475
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,155.5854991485021,4.792706011880715
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,136.74232838335107,1.500667777274885
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,137.6738251360396,0.6218201996545769
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,130.64172220969598,2.1027251182809423
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,154.11379619380025,3.582605016375392
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,137.32923594256224,1.54833898186162
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,139.33936473710162,4.792305079306133
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,163.72288001660579,1.8923750160902306
Cities,3 - Satisfactory,3 - Satisfactory,3 - Satisfactory,138.81440953683605,4.590893409857506
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,154.10477012703237,2.6246289399230975
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,144.7522847985938,1.2394569904066624
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,165.94605332003943,1.5511062855397002
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,142.6685664310946,1.8369970279647807
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,153.2611518712354,1.5346458401857397
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,157.6407468568455,1.4272870686866996
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,155.7482957253891,0.9105465163734553
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,144.479256739447,2.7241661143500306
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,156.46422934933543,1.2725732395405063
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,156.79744378785068,1.8255795515397402
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,144.0077826646546,2.278547258047611
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,125.65172611071452,0.8241800156528309
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,140.92363257191403,2.3121347116011304
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,149.94503551865853,0.07462974701468723
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,151.39979397475759,0.5581735067106183
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,164.8772189608495,1.4325130329646993
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,149.89297073305872,1.37060376972454
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,136.63558635893517,2.4949733098497595
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,143.28491573532315,1.1719726393981476
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,158.55493177177308,1.392728363247868
Cities,4 - Borderline,1 - Very Good,4 - Borderline,174.99879950746447,1.316780357681853
Cities,4 - Borderline,1 - Very Good,4 - Borderline,186.6577762704935,0.9063276117970313
Cities,4 - Borderline,1 - Very Good,4 - Borderline,172.79055108759565,0.3101350980158198
Cities,4 - Borderline,1 - Very Good,4 - Borderline,179.64511374584433,0.6912446374412663
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,158.02574800644553,2.438272098799329
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,148.18569888467786,1.473809349834763
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,161.68355644815426,1.049064484187593
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,157.17188218500436,3.1180324881599146
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,144.93574918303182,1.4827810372429073
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,142.0305891260771,2.40182280907345
Cities,2 - Good,3 - Satisfactory,3 - Satisfactory,113.3248096950609,4.242153376380609
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,160.97596281276066,2.6530539273343234
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,135.2297332151271,0.07988364722097759
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,145.9853122361263,2.822081487449823
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,128.62466065907097,0.8739257223061105
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,136.19879469753954,1.8510492482606633
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,134.21325771655393,1.0274150978561059
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,140.97598358482242,3.055889665737114
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,161.18966025007322,2.3156716245903857
Cities,2 - Good,2 - Good,2 - Good,118.6262434750135,2.035672357957531
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,124.4858943262511,0.8653066820449314
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,135.5519777234495,1.0236622367524573
Cities,2 - Good,1 - Very Good,2 - Good,117.89255148822012,0.06689602949322918
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,121.78161918533154,2.8699840691435257
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,129.46549131291258,1.2702161906459177
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,128.6653984279193,0.7614268942468414
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,121.5842062392915,1.1510384277859103
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,150.5767126741032,1.5951755844336395
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,142.38214675643704,0.2512571321314076
Cities,4 - Borderline,1 - Very Good,4 - Borderline,182.54024822435795,1.3051743725333658
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,134.6859568197837,0.554783249124742
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,123.94813844670733,1.3956045097328653
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,124.59369451296482,0.33562870964796676
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,126.02359316199754,1.5642801358988303
Cities,2 - Good,1 - Very Good,2 - Good,114.09794305616117,0.9234424973661572
Cities,2 - Good,1 - Very Good,2 - Good,110.72028849362258,0.6677069282405972
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,127.30289625882223,1.283493796570201
Cities,2 - Good,1 - Very Good,2 - Good,107.8902068052026,0.3938748310487186
Cities,2 - Good,1 - Very Good,2 - Good,105.35147073027503,0.7509606457979378
Cities,3 - Satisfactory,1 - Very Good,3 - Satisfactory,122.57239482335723,0.4648668683256312
Cities,3 - Satisfactory,2 - Good,3 - Satisfactory,125.84941567679675,2.3120380707180628
Cities,2 - Good,1 - Very Good,2 - Good,116.69337017245573,1.068009812558008
Cities,2 - Good,1 - Very Good,2 - Good,96.97431972320163,0.5995887290154973
Cities,2 - Good,2 - Good,2 - Good,116.25537991473743,2.532894867405262
